"label_no","genus","species","sex","year","month","day","country","county","city_town_village","specific_location","HW_mm","intertegular_distance_mm","FW_length_mm","tibia_length_mm","family","ecology","Source","interocular_distance_mm","location_string","latitude","longitude"
"IGproject0118","Lasioglossum","fulvicorne","male",1905,9,3,"England","Kent","Charing","",1.783,1.276,5.555,1.242,"Halictidae","excavator","OUMNH",1.073,"Charing, Kent, England",51.2142039,0.7886033
"IGproject0119","Lasioglossum","fulvicorne","female",1914,8,18,"England","Surrey","Gomshall","",1.814,1.305,5.416,1.505,"Halictidae","excavator","OUMNH",1.108,"Gomshall, Surrey, England",51.2192418,-0.4422487
"IGproject0120","Lasioglossum","fulvicorne","female",1905,9,14,"England","Kent","Faversham","Huntingfield",1.967,1.366,5.646,1.514,"Halictidae","excavator","OUMNH",1.268,"Huntingfield, Faversham, Kent, England",51.25792226,0.822018012
"IGproject0121","Lasioglossum","fulvicorne","female",1905,9,10,"England","Kent","Faversham","Huntingfield",1.909,1.286,5.475,1.356,"Halictidae","excavator","OUMNH",1.267,"Huntingfield, Faversham, Kent, England",51.25792226,0.822018012
"IGproject0122","Lasioglossum","fulvicorne","female",1948,8,15,"England","Oxfordshire","Oxford","Hinksey",1.857,1.384,5.493,1.437,"Halictidae","excavator","OUMNH",1.175,"Hinksey, Oxford, Oxfordshire, England",51.7363525,-1.2575581
"IGproject0123","Lasioglossum","fulvicorne","male",1905,9,14,"England","Kent","Faversham","Huntingfield",1.912,1.42,6.007,1.295,"Halictidae","excavator","OUMNH",1.186,"Huntingfield, Faversham, Kent, England",51.25792226,0.822018012
"IGproject0124","Lasioglossum","fulvicorne","male",1915,7,15,"England","Devon","Brixham","",1.811,1.309,5.357,1.258,"Halictidae","excavator","OUMNH",1.111,"Brixham, Devon, England",50.3952404,-3.514544
"IGproject0125","Nomada","ruficornis","male",1904,5,18,"England","Greater London","London","Hampstead",2.075,1.294,6.697,1.795,"Apidae","kleptoparasite","OUMNH",1.367,"Hampstead, London, Greater London, England",51.55653,-0.1783011
"IGproject0126","Nomada","ruficornis","female",1915,5,7,"England","Surrey","Cobham","",2.761,1.909,9.264,2.617,"Apidae","kleptoparasite","OUMNH",1.722,"Cobham, Surrey, England",51.3300079,-0.4120821
"IGproject0127","Nomada","ruficornis","female",1915,4,20,"England","Devon","Dartmoor","East Dartmoor",2.838,1.949,8.544,2.479,"Apidae","kleptoparasite","OUMNH",1.819,"East Dartmoor, Dartmoor, Devon, England",50.486085,-3.9856305
"IGproject0128","Nomada","ruficornis","male",1992,4,25,"England","Devon","","",2.615,1.899,8.209,1.936,"Apidae","kleptoparasite","OUMNH",1.745,"Devon, England",50.7241405,-3.6607788
"IGproject0129","Nomada","ruficornis","female",1927,5,1,"England","Cheshire","Wilmslow","Bollin Valley",2.353,1.59,7.263,2.013,"Apidae","kleptoparasite","OUMNH",1.527,"Bollin Valley, Wilmslow, Cheshire, England",53.3299342,-2.2281098
"IGproject0130","Nomada","ruficornis","female",1917,5,13,"England","Surrey","Cobham","",2.712,1.773,8.264,2.208,"Apidae","kleptoparasite","OUMNH",1.739,"Cobham, Surrey, England",51.3300079,-0.4120821
"IGproject0131","Nomada","ruficornis","male",1953,4,24,"England","Devon","Newton Abbot","Teigngrace",2.685,1.869,8.35,2.278,"Apidae","kleptoparasite","OUMNH",1.801,"Teigngrace, Newton Abbot, Devon, England",50.55245864,-3.624364846
"IGproject0132","Nomada","ruficornis","male",1904,5,18,"England","Greater London","London","Hampstead",2.297,1.45,7.115,1.823,"Apidae","kleptoparasite","OUMNH",1.496,"Hampstead, London, Greater London, England",51.55653,-0.1783011
"IGproject0133","Nomada","ruficornis","female",1953,4,24,"England","Devon","Newton Abbot","Teigngrace",2.767,1.835,8.638,2.263,"Apidae","kleptoparasite","OUMNH",1.742,"Teigngrace, Newton Abbot, Devon, England",50.55245864,-3.624364846
"IGproject0134","Nomada","ruficornis","male",1904,5,18,"England","Greater London","London","Hampstead",2.56,1.817,8.269,2.079,"Apidae","kleptoparasite","OUMNH",1.681,"Hampstead, London, Greater London, England",51.55653,-0.1783011
"IGproject0135","Nomada","ruficornis","male",1901,5,19,"England","Gloucestershire","Horsley","",2.816,1.898,9.399,2.743,"Apidae","kleptoparasite","OUMNH",1.727,"Horsley, Gloucestershire, England",51.6780946,-2.2329134
"IGproject0136","Nomada","ruficornis","female",1902,5,24,"England","Hampshire","","New Forest",2.771,1.9,8.399,2.295,"Apidae","kleptoparasite","OUMNH",1.731,"New Forest, Hampshire, England",50.8557268,-1.5956844
"IGproject0137","Nomada","ruficornis","male",1929,4,27,"England","Dorset","Wimborne","Badbury Rings",2.186,1.533,6.937,1.807,"Apidae","kleptoparasite","OUMNH",1.484,"Badbury Rings, Wimborne, Dorset, England",50.82687682,-2.052082813
"IGproject0138","Nomada","ruficornis","male",1936,5,27,"England","Berkshire","Windsor","",1.942,1.182,6.203,1.624,"Apidae","kleptoparasite","OUMNH",1.252,"Windsor, Berkshire, England",51.4837886,-0.6040419
"IGproject0139","Nomada","ruficornis","male",1933,5,NA,"England","Oxfordshire","Tubney","",2.108,1.368,6.666,1.742,"Apidae","kleptoparasite","OUMNH",1.33,"Tubney, Oxfordshire, England",51.6852443,-1.3699399
"IGproject0140","Nomada","ruficornis","male",1904,5,15,"England","Greater London","Northwood","",1.811,1.065,5.844,1.579,"Apidae","kleptoparasite","OUMNH",1.224,"Northwood, Greater London, England",51.6051713,-0.4205812
"IGproject0141","Nomada","ruficornis","female",1901,7,14,"Wales","Gwynedd","Criccieth","",2.832,1.883,8.31,2.469,"Apidae","kleptoparasite","OUMNH",1.807,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414
"IGproject0142","Nomada","ruficornis","male",1917,5,31,"England","Devon","Brixham","",2.361,1.502,7.182,1.926,"Apidae","kleptoparasite","OUMNH",1.542,"Brixham, Devon, England",50.3952404,-3.514544
"IGproject0143","Nomada","ruficornis","male",1900,5,1,"England","Dorset","Swanage","",2.387,1.598,7.565,2.022,"Apidae","kleptoparasite","OUMNH",1.543,"Swanage, Dorset, England",50.6086976,-1.9571971
"IGproject0144","Nomada","ruficornis","male",1991,NA,NA,"England","Northamptonshire","Oundle","Ashton Pond",2.739,1.855,8.332,2.213,"Apidae","kleptoparasite","OUMNH",1.78,"Ashton Pond, Oundle, Northamptonshire, England",52.47975966,-0.452349151
"IGproject0145","Nomada","ruficornis","female",1911,5,19,"England","Oxfordshire","Oxford","",2.593,1.85,8.871,2.312,"Apidae","kleptoparasite","OUMNH",1.679,"Oxford, Oxfordshire, England",51.7520131,-1.2578499
"IGproject0146","Nomada","ruficornis","female",2003,6,13,"England","Oxfordshire","Stratton Audley","",2.73,1.82,8.651,2.27,"Apidae","kleptoparasite","OUMNH",1.709,"Stratton Audley, Oxfordshire, England",51.9336182,-1.109515
"IGproject0147","Nomada","ruficornis","male",1990,5,16,"England","Cornwall","Camborne","",2.586,1.778,8.24,2.172,"Apidae","kleptoparasite","OUMNH",1.732,"Camborne, Cornwall, England",50.2138828,-5.2990347
"IGproject0148","Nomada","ruficornis","female",1982,5,14,"England","Devon","Tavistock","",2.437,1.572,7.559,2.01,"Apidae","kleptoparasite","OUMNH",1.563,"Tavistock, Devon, England",50.5496154,-4.1446358
"IGproject0149","Nomada","ruficornis","male",1976,4,21,"England","Devon","Lifton","",2.497,1.746,8.1,2.045,"Apidae","kleptoparasite","OUMNH",1.595,"Lifton, Devon, England",50.6429503,-4.2988119
"IGproject0150","Nomada","ruficornis","female",1989,5,21,"England","Wiltshire","Wroughton","Clouts Wood",2.672,1.802,7.999,2.345,"Apidae","kleptoparasite","OUMNH",1.746,"Clouts Wood, Wroughton, Wiltshire, England",51.51489206,-1.804044057
"IGproject0151","Nomada","ruficornis","male",1989,5,7,"England","Wiltshire","Swindon","Coate Water Country Park",2.576,1.675,8.02,2.041,"Apidae","kleptoparasite","OUMNH",1.682,"Coate Water Country Park, Swindon, Wiltshire, England",51.53925894,-1.74822582
"IGproject0152","Nomada","ruficornis","male",1941,6,4,"England","Berkshire","Padworth","",2.648,1.709,8.311,2.233,"Apidae","kleptoparasite","OUMNH",1.735,"Padworth, Berkshire, England",51.3916205,-1.1187515
"IGproject0153","Nomada","ruficornis","female",1911,5,13,"England","West Yorkshire","Keighley","",2.774,1.902,8.397,2.274,"Apidae","kleptoparasite","OUMNH",1.81,"Keighley, West Yorkshire, England",53.8684021,-1.9020456
"IGproject0154","Nomada","ruficornis","male",1917,5,5,"England","Surrey","Tadworth","Box Hill",2.653,1.911,8.324,2.238,"Apidae","kleptoparasite","OUMNH",1.773,"Box Hill, Tadworth, Surrey, England",51.2543699,-0.2776725
"IGproject0155","Hylaeus","hyalinatus","male",1904,7,NA,"England","Dorset","Lyme Regis","",1.674,1.226,4.253,1.008,"Colletidae","cavity nester","OUMNH",1.103,"Lyme Regis, Dorset, England",50.7252897,-2.934559
"IGproject0156","Hylaeus","hyalinatus","male",1904,7,NA,"England","Dorset","Lyme Regis","",1.608,1.116,4.138,0.941,"Colletidae","cavity nester","OUMNH",1.078,"Lyme Regis, Dorset, England",50.7252897,-2.934559
"IGproject0157","Hylaeus","hyalinatus","male",1972,7,11,"England","Cornwall","East Cornwall","",1.624,1.253,4.194,1.036,"Colletidae","cavity nester","OUMNH",1.051,"East Cornwall, Cornwall, England",50.5041841,-4.2790642
"IGproject0158","Hylaeus","hyalinatus","female",1952,8,14,"England","Oxfordshire","Tubney","",1.675,1.279,4.507,1.071,"Colletidae","cavity nester","OUMNH",1.127,"Tubney, Oxfordshire, England",51.6852443,-1.3699399
"IGproject0159","Hylaeus","hyalinatus","female",1949,6,30,"England","Devon","Plymouth","Plymouth Hoe",1.718,1.334,4.751,1.111,"Colletidae","cavity nester","OUMNH",1.128,"Plymouth Hoe, Plymouth, Devon, England",50.36584396,-4.142166636
"IGproject0160","Hylaeus","hyalinatus","female",1939,7,1,"England","Dorset","Swanage","South Haven Point",1.55,1.198,4.142,1.018,"Colletidae","cavity nester","OUMNH",1.023,"South Haven Point, Swanage, Dorset, England",50.6787269,-1.94390688
"IGproject0161","Hylaeus","hyalinatus","female",1934,6,16,"England","Dorset","Swanage","South Haven Point",1.621,1.324,4.492,1.074,"Colletidae","cavity nester","OUMNH",1.077,"South Haven Point, Swanage, Dorset, England",50.6787269,-1.94390688
"IGproject0162","Hylaeus","hyalinatus","female",1974,7,1,"England","Devon","Saunton","",1.689,1.295,4.37,1.031,"Colletidae","cavity nester","OUMNH",1.116,"Saunton, Devon, England",51.1167185,-4.2093963
"IGproject0163","Hylaeus","hyalinatus","female",1928,7,17,"England","Dorset","Portland","",1.582,1.199,4.345,1.024,"Colletidae","cavity nester","OUMNH",1.073,"Portland, Dorset, England",50.5672516,-2.4472529
"IGproject0164","Hylaeus","hyalinatus","female",1908,8,14,"England","East Sussex","Hellingly","",1.53,1.172,4.18,1.027,"Colletidae","cavity nester","OUMNH",1.046,"Hellingly, East Sussex, England",50.895456,0.2499944
"IGproject0165","Hylaeus","hyalinatus","female",2002,7,28,"England","Oxfordshire","Oxford","Shotover",1.758,1.351,4.848,1.085,"Colletidae","cavity nester","OUMNH",1.151,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229
"IGproject0166","Hylaeus","hyalinatus","male",1992,6,19,"England","Oxfordshire","","Hitchcopse Pit",1.49,1.137,3.945,0.945,"Colletidae","cavity nester","OUMNH",0.999,"Hitchcopse Pit, Oxfordshire, England",51.69442627,-1.347413049
"IGproject0167","Hylaeus","hyalinatus","female",1904,7,9,"England","Kent","Walmer","",1.596,1.204,4.398,1.035,"Colletidae","cavity nester","OUMNH",1.026,"Walmer, Kent, England",51.2068884,1.3999154
"IGproject0168","Hylaeus","hyalinatus","female",1898,7,NA,"Wales","Gwynedd","Criccieth","",1.648,1.27,4.516,1.004,"Colletidae","cavity nester","OUMNH",1.087,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414
"IGproject0169","Hylaeus","hyalinatus","female",1904,7,8,"England","Dorset","Lyme Regis","",1.743,1.403,4.714,1.135,"Colletidae","cavity nester","OUMNH",1.162,"Lyme Regis, Dorset, England",50.7252897,-2.934559
"IGproject0170","Hylaeus","hyalinatus","female",1984,7,13,"England","Kent","","Lydd Ranges",1.627,1.252,4.49,1.076,"Colletidae","cavity nester","OUMNH",1.078,"Lydd Ranges, Kent, England",50.9298725,0.8684773
"IGproject0171","Anthidium","manicatum","male",1901,7,NA,"England","Cornwall","Newquay","",4.546,4.087,11.732,3.824,"Megachilidae","cavity nester","OUMNH",2.574,"Newquay, Cornwall, England",50.4134414,-5.0848836
"IGproject0172","Anthidium","manicatum","female",1898,7,NA,"Wales","Gwynedd","Criccieth","",4.115,3.401,9.179,2.756,"Megachilidae","cavity nester","OUMNH",2.497,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414
"IGproject0173","Anthidium","manicatum","male",1948,8,5,"England","Oxfordshire","Farmoor","",4.483,3.898,11.304,3.562,"Megachilidae","cavity nester","OUMNH",2.613,"Farmoor, Oxfordshire, England",51.7600964,-1.3487839
"IGproject0174","Anthidium","manicatum","female",1908,6,27,"England","Merseyside","Wallasey","",4.038,3.499,9.087,2.778,"Megachilidae","cavity nester","OUMNH",2.454,"Wallasey, Merseyside, England",53.42722649,-3.067881383
"IGproject0175","Anthidium","manicatum","male",1914,7,13,"England","Surrey","Woking","",4.659,4.139,12.203,3.699,"Megachilidae","cavity nester","OUMNH",2.556,"Woking, Surrey, England",51.3201891,-0.5564726
"IGproject0176","Anthidium","manicatum","female",1914,7,13,"England","Surrey","Woking","",4.093,3.327,8.853,2.505,"Megachilidae","cavity nester","OUMNH",2.501,"Woking, Surrey, England",51.3201891,-0.5564726
"IGproject0177","Anthidium","manicatum","male",1953,7,27,"England","Devon","Torquay","",4.145,3.473,9.686,2.942,"Megachilidae","cavity nester","OUMNH",2.33,"Torquay, Devon, England",50.4652392,-3.5211361
"IGproject0178","Anthidium","manicatum","female",1915,7,15,"England","Devon","Brixham","",4.012,3.55,9.019,2.673,"Megachilidae","cavity nester","OUMNH",2.495,"Brixham, Devon, England",50.3952404,-3.514544
"IGproject0179","Anthidium","manicatum","male",1961,7,17,"England","Cheshire","Hoylake","",4.422,3.889,11.114,3.413,"Megachilidae","cavity nester","OUMNH",2.477,"Hoylake, Cheshire, England",53.3931186,-3.176757221
"IGproject0180","Anthidium","manicatum","female",1926,7,NA,"England","Devon","Newton Abbot","",4.138,3.526,9.218,2.795,"Megachilidae","cavity nester","OUMNH",2.52,"Newton Abbot, Devon, England",50.5296441,-3.6112097
"IGproject0181","Anthidium","manicatum","male",1902,7,NA,"England","Leicestershire","Market Bosworth","",4.527,3.952,10.985,3.58,"Megachilidae","cavity nester","OUMNH",2.519,"Market Bosworth, Leicestershire, England",52.6217051,-1.4149268
"IGproject0182","Anthidium","manicatum","female",1906,7,16,"England","Hampshire","","New Forest",4.1,3.475,9.287,2.838,"Megachilidae","cavity nester","OUMNH",2.489,"New Forest, Hampshire, England",50.8557268,-1.5956844
"IGproject0183","Anthidium","manicatum","male",1897,7,18,"England","Oxfordshire","Oxford","Shotover",4.311,3.517,10.236,3.559,"Megachilidae","cavity nester","OUMNH",2.46,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229
"IGproject0184","Anthidium","manicatum","female",1914,6,17,"England","Surrey","Woking","",4.368,3.712,10.076,3.047,"Megachilidae","cavity nester","OUMNH",2.692,"Woking, Surrey, England",51.3201891,-0.5564726
"IGproject0185","Anthidium","manicatum","male",1897,7,NA,"Wales","Gwynedd","Criccieth","",4.207,3.779,10.59,3.314,"Megachilidae","cavity nester","OUMNH",2.393,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414
"IGproject0186","Anthidium","manicatum","female",1989,6,15,"England","Cornwall","Saint Austell","Old Inn Cottage",4.029,3.581,8.944,2.712,"Megachilidae","cavity nester","OUMNH",2.335,"Old Inn Cottage, Saint Austell, Cornwall, England",50.29371098,-4.780971796
"IGproject0187","Anthidium","manicatum","male",1900,7,16,"Wales","Gwynedd","Criccieth","",4.199,3.677,10.022,3.029,"Megachilidae","cavity nester","OUMNH",2.349,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414
"IGproject0188","Anthidium","manicatum","female",1954,7,19,"England","Devon","Torquay","Manor Garden",3.931,3.258,8.792,2.688,"Megachilidae","cavity nester","OUMNH",2.352,"Manor Garden, Torquay, Devon, England",50.4611174,-3.507932
"IGproject0189","Anthidium","manicatum","male",1898,7,NA,"Wales","Gwynedd","Criccieth","",4.505,3.812,11.282,3.613,"Megachilidae","cavity nester","OUMNH",2.612,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414
"IGproject0190","Anthidium","manicatum","female",1936,8,25,"England","Oxfordshire","Oxford","74 Islip Road, Sunnymead",4.165,3.683,9.299,2.826,"Megachilidae","cavity nester","OUMNH",2.533,"74 Islip Road, Sunnymead, Oxford, Oxfordshire, England",51.7844434,-1.2616549
"IGproject0191","Anthidium","manicatum","male",1897,7,18,"England","Oxfordshire","Oxford","Shotover",4.47,3.968,11.554,3.698,"Megachilidae","cavity nester","OUMNH",2.59,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229
"IGproject0192","Anthidium","manicatum","female",1998,7,NA,"Wales","Gwynedd","Criccieth","",4.101,3.605,8.931,2.825,"Megachilidae","cavity nester","OUMNH",2.477,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414
"IGproject0193","Anthidium","manicatum","male",1908,7,15,"England","Oxfordshire","Oxford","Lye Valley",4.248,3.75,10.682,3.254,"Megachilidae","cavity nester","OUMNH",2.4,"Lye Valley, Oxford, Oxfordshire, England",51.7455776,-1.2056501
"IGproject0194","Anthidium","manicatum","female",1948,8,22,"England","Oxfordshire","Oxford","Hinksey",4.018,3.586,8.963,2.791,"Megachilidae","cavity nester","OUMNH",2.482,"Hinksey, Oxford, Oxfordshire, England",51.7363525,-1.2575581
"IGproject0195","Anthidium","manicatum","male",1936,7,26,"England","Oxfordshire","Oxford","Sunnymead",4.2,3.606,10.468,3.131,"Megachilidae","cavity nester","OUMNH",2.37,"Sunnymead, Oxford, Oxfordshire, England",51.7838335,-1.2642666
"IGproject0196","Anthidium","manicatum","female",1914,6,20,"England","Surrey","Woking","",4.074,3.293,8.741,2.673,"Megachilidae","cavity nester","OUMNH",2.444,"Woking, Surrey, England",51.3201891,-0.5564726
"IGproject0197","Anthidium","manicatum","male",1897,7,18,"England","Oxfordshire","Oxford","Shotover",4.487,3.858,11.692,3.59,"Megachilidae","cavity nester","OUMNH",2.519,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229
"IGproject0198","Anthidium","manicatum","female",1914,6,20,"England","Surrey","Woking","",3.818,3.185,8.37,2.61,"Megachilidae","cavity nester","OUMNH",2.291,"Woking, Surrey, England",51.3201891,-0.5564726
"IGproject0199","Anthidium","manicatum","male",1897,7,18,"England","Oxfordshire","Oxford","Shotover",4.201,3.695,10.591,3.412,"Megachilidae","cavity nester","OUMNH",2.413,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229
"IGproject0200","Anthidium","manicatum","female",1906,7,25,"England","Hampshire","","New Forest",4.187,3.488,9.191,2.809,"Megachilidae","cavity nester","OUMNH",2.486,"New Forest, Hampshire, England",50.8557268,-1.5956844
"IGproject0201","Sphecodes","geoffrellus","female",1992,6,19,"England","Oxfordshire","","Hitchcopse Pit",1.579,1.059,3.859,1.007,"Halictidae","kleptoparasite","OUMNH",1.086,"Hitchcopse Pit, Oxfordshire, England",51.69442627,-1.347413049
"IGproject0202","Sphecodes","geoffrellus","male",1992,7,18,"England","Somerset","Weston-super-Mare","Sand Point",1.674,1.144,4.584,1.081,"Halictidae","kleptoparasite","OUMNH",1.107,"Sand Point, Weston-super-Mare, Somerset, England",51.3659434,-2.9342983
"IGproject0203","Sphecodes","geoffrellus","female",1948,7,2,"England","Devon","Lydford","",1.677,1.114,4.447,1.169,"Halictidae","kleptoparasite","OUMNH",1.083,"Lydford, Devon, England",50.6459989,-4.0827936
"IGproject0204","Sphecodes","geoffrellus","female",1952,8,2,"England","Northamptonshire","Aynho","",1.392,0.851,3.927,0.944,"Halictidae","kleptoparasite","OUMNH",0.917,"Aynho, Northamptonshire, England",51.9948605,-1.2520728
