"label_no","genus","species","sex","year","month","day","country","county","city_town_village","specific_location","HW_mm","intertegular_distance_mm","FW_length_mm","tibia_length_mm","family","ecology","Source","interocular_distance_mm","location_string","latitude","longitude","full_name","mean_preflight_temp","sd_preflight_temp","max_preflight_monthly_mean","max_preflight_temp"
"IGproject0481","Andrena","chrysosceles","male",2004,5,19,"England","Surrey","Guildford","Pewley Down",2.461,1.366,6.81,1.78,"Andrenidae","excavator","OUMNH",NA,"Pewley Down, Guildford, Surrey, England",51.230904,-0.557229,"Andrena chrysosceles",12.7472156488578,3.53565877076894,16.5051207290648,21.9775556428662
"IGproject0482","Andrena","chrysosceles","male",2007,4,17,"England","Surrey","Godalming","Mare Hill",2.551,1.427,6.773,1.812,"Andrenidae","excavator","OUMNH",NA,"Mare Hill, Godalming, Surrey, England",51.15338723,-0.662571471,"Andrena chrysosceles",12.5288598731659,3.64867002330854,16.2035974694431,22.3934325027437
"IGproject0483","Andrena","chrysosceles","female",1981,6,29,"England","Oxfordshire","Wendlebury","",2.769,1.683,7.341,2.113,"Andrenidae","excavator","OUMNH",NA,"Wendlebury, Oxfordshire, England",51.872327,-1.186175,"Andrena chrysosceles",11.1059984186862,2.8124180680209,14.0613097846069,18.7311303623496
"IGproject0484","Andrena","chrysosceles","male",2003,4,5,"England","Oxfordshire","Oxford","Shotover",2.556,1.481,6.933,1.785,"Andrenidae","excavator","OUMNH",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229,"Andrena chrysosceles",12.1385893645516,2.50701734949477,14.653095527776,19.3412593141123
"IGproject0485","Andrena","chrysosceles","female",2003,4,5,"England","Oxfordshire","Oxford","Shotover",2.799,1.782,7.554,2.198,"Andrenidae","excavator","OUMNH",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229,"Andrena chrysosceles",12.1385893645516,2.50701734949477,14.653095527776,19.3412593141123
"IGproject0486","Andrena","chrysosceles","female",2007,6,6,"England","Surrey","Grayswood","Holmens Grove",2.906,1.873,8.188,2.111,"Andrenidae","excavator","OUMNH",NA,"Holmens Grove, Grayswood, Surrey, England",51.10405232,-0.691504886,"Andrena chrysosceles",12.2712279692249,3.6774449239873,15.9712269414294,22.3029846402668
"IGproject0487","Andrena","chrysosceles","female",2002,4,20,"England","Oxfordshire","Oxford","Shotover",2.964,1.861,8.011,2.318,"Andrenidae","excavator","OUMNH",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229,"Andrena chrysosceles",11.908780275661,3.40076487389643,14.8612483535879,20.0469597087182
"IGproject0488","Andrena","chrysosceles","female",2005,6,21,"England","Surrey","Wrecclesham","",3.058,1.849,8.339,2.418,"Andrenidae","excavator","OUMNH",NA,"Wrecclesham, Surrey, England",51.1979493,-0.8159703,"Andrena chrysosceles",12.446896794142,3.28933279952639,15.7697803253062,21.1515437143763
"IGproject0489","Andrena","chrysosceles","female",1926,6,13,"England","Greater London","London","South Norwood",2.972,1.775,8.065,2.255,"Andrenidae","excavator","OUMNH",NA,"South Norwood, London, Greater London, England",51.3980951,-0.0768216,"Andrena chrysosceles",12.3304921024184,3.92263574633547,16.0365661609631,21.6835511032673
"IGproject0490","Andrena","chrysosceles","male",1984,4,26,"England","Greater London","London","Lewisham",2.268,1.279,6.25,1.714,"Andrenidae","excavator","OUMNH",NA,"Lewisham, London, Greater London, England",51.4624292,-0.0101787,"Andrena chrysosceles",12.1276642121516,3.95664486671602,16.2324630501589,20.5756315953291
"IGproject0491","Andrena","chrysosceles","male",1984,5,9,"England","Greater London","London","Lewisham",2.476,1.442,6.648,1.744,"Andrenidae","excavator","OUMNH",NA,"Lewisham, London, Greater London, England",51.4624292,-0.0101787,"Andrena chrysosceles",12.1276642121516,3.95664486671602,16.2324630501589,20.5756315953291
"IGproject0492","Andrena","chrysosceles","male",1996,4,27,"England","Northamptonshire","Marston St Lawrence","",2.641,1.488,7.017,1.899,"Andrenidae","excavator","OUMNH",NA,"Marston St Lawrence, Northamptonshire, England",52.0766064,-1.2171139,"Andrena chrysosceles",11.0662240580126,2.56034360178285,13.5771189466436,18.6829359065646
"IGproject0493","Andrena","chrysosceles","male",1996,4,27,"England","Northamptonshire","Marston St Lawrence","",2.138,1.206,5.317,1.482,"Andrenidae","excavator","OUMNH",NA,"Marston St Lawrence, Northamptonshire, England",52.0766064,-1.2171139,"Andrena chrysosceles",11.0662240580126,2.56034360178285,13.5771189466436,18.6829359065646
"IGproject0494","Andrena","chrysosceles","male",1996,4,27,"England","Northamptonshire","Marston St Lawrence","",2.484,1.332,6.637,1.779,"Andrenidae","excavator","OUMNH",NA,"Marston St Lawrence, Northamptonshire, England",52.0766064,-1.2171139,"Andrena chrysosceles",11.0662240580126,2.56034360178285,13.5771189466436,18.6829359065646
"IGproject0495","Andrena","chrysosceles","male",1996,4,27,"England","Northamptonshire","Marston St Lawrence","",2.946,1.682,7.737,2.023,"Andrenidae","excavator","OUMNH",NA,"Marston St Lawrence, Northamptonshire, England",52.0766064,-1.2171139,"Andrena chrysosceles",11.0662240580126,2.56034360178285,13.5771189466436,18.6829359065646
"IGproject0496","Andrena","chrysosceles","male",1996,4,27,"England","Northamptonshire","Marston St Lawrence","",2.393,1.291,6.193,1.691,"Andrenidae","excavator","OUMNH",NA,"Marston St Lawrence, Northamptonshire, England",52.0766064,-1.2171139,"Andrena chrysosceles",11.0662240580126,2.56034360178285,13.5771189466436,18.6829359065646
"IGproject0497","Andrena","chrysosceles","male",1996,4,27,"England","Northamptonshire","Marston St Lawrence","",2.2,1.23,6.04,1.655,"Andrenidae","excavator","OUMNH",NA,"Marston St Lawrence, Northamptonshire, England",52.0766064,-1.2171139,"Andrena chrysosceles",11.0662240580126,2.56034360178285,13.5771189466436,18.6829359065646
"IGproject0498","Andrena","chrysosceles","male",1996,4,27,"England","Northamptonshire","Brackley","",2.412,1.336,6.623,1.738,"Andrenidae","excavator","OUMNH",NA,"Brackley, Northamptonshire, England",52.0278975,-1.1484657,"Andrena chrysosceles",11.2419770309783,2.54998567573358,13.7410540697776,18.8086209936159
"IGproject0499","Andrena","chrysosceles","male",1996,4,27,"England","Northamptonshire","Brackley","",2.467,1.475,6.675,1.781,"Andrenidae","excavator","OUMNH",NA,"Brackley, Northamptonshire, England",52.0278975,-1.1484657,"Andrena chrysosceles",11.2419770309783,2.54998567573358,13.7410540697776,18.8086209936159
"IGproject0500","Andrena","chrysosceles","male",1996,4,27,"England","Northamptonshire","Brackley","",2.38,1.364,6.569,1.716,"Andrenidae","excavator","OUMNH",NA,"Brackley, Northamptonshire, England",52.0278975,-1.1484657,"Andrena chrysosceles",11.2419770309783,2.54998567573358,13.7410540697776,18.8086209936159
"IGproject0501","Andrena","chrysosceles","female",1901,5,27,"England","Kent","Faversham","Huntingfield",2.515,1.497,7.319,1.927,"Andrenidae","excavator","OUMNH",NA,"Huntingfield, Faversham, Kent, England",51.25792226,0.822018012,"Andrena chrysosceles",10.7767320238472,3.42484983272619,14.4088306685168,19.2455651543658
"IGproject0502","Andrena","chrysosceles","female",1901,6,1,"England","Kent","Faversham","Huntingfield",2.591,1.593,7.399,2.05,"Andrenidae","excavator","OUMNH",NA,"Huntingfield, Faversham, Kent, England",51.25792226,0.822018012,"Andrena chrysosceles",10.7767320238472,3.42484983272619,14.4088306685168,19.2455651543658
"IGproject0503","Andrena","chrysosceles","female",1901,6,1,"England","Kent","Faversham","Huntingfield",2.844,1.702,7.953,2.15,"Andrenidae","excavator","OUMNH",NA,"Huntingfield, Faversham, Kent, England",51.25792226,0.822018012,"Andrena chrysosceles",10.7767320238472,3.42484983272619,14.4088306685168,19.2455651543658
"IGproject0504","Andrena","chrysosceles","female",1901,6,1,"England","Kent","Faversham","Huntingfield",2.526,1.546,7.354,2.027,"Andrenidae","excavator","OUMNH",NA,"Huntingfield, Faversham, Kent, England",51.25792226,0.822018012,"Andrena chrysosceles",10.7767320238472,3.42484983272619,14.4088306685168,19.2455651543658
"IGproject0505","Andrena","chrysosceles","female",1901,6,1,"England","Kent","Faversham","Huntingfield",2.701,1.718,7.545,2.164,"Andrenidae","excavator","OUMNH",NA,"Huntingfield, Faversham, Kent, England",51.25792226,0.822018012,"Andrena chrysosceles",10.7767320238472,3.42484983272619,14.4088306685168,19.2455651543658
"IGproject0506","Andrena","chrysosceles","female",1900,NA,NA,"England","Kent","Faversham","",2.859,1.772,7.867,2.213,"Andrenidae","excavator","OUMNH",NA,"Faversham, Kent, England",51.3158434,0.8911283,"Andrena chrysosceles",11.2013293707806,3.44905352431804,14.9985762222248,20.3716183838224
"IGproject0507","Andrena","chrysosceles","female",1900,3,8,"England","Kent","Faversham","Huntingfield",2.861,1.714,7.959,2.19,"Andrenidae","excavator","OUMNH",NA,"Huntingfield, Faversham, Kent, England",51.25792226,0.822018012,"Andrena chrysosceles",10.715932873664,3.48917351306557,14.5520504137593,19.8865819830713
"IGproject0508","Andrena","chrysosceles","female",1897,NA,NA,"England","Hampshire","","New Forest",2.887,1.702,8.001,2.235,"Andrenidae","excavator","OUMNH",NA,"New Forest, Hampshire, England",50.8557268,-1.5956844,"Andrena chrysosceles",12.9946714312737,3.37745256962179,16.5144996495517,22.0737630798943
"IGproject0509","Andrena","chrysosceles","female",1893,NA,NA,"England","Hampshire","","New Forest",2.817,1.664,7.753,2.214,"Andrenidae","excavator","OUMNH",NA,"New Forest, Hampshire, England",50.8557268,-1.5956844,"Andrena chrysosceles",11.420963904125,3.00559914441524,14.2618227995599,18.9974998628604
"IGproject0510","Andrena","chrysosceles","female",1901,5,6,"England","Kent","Faversham","",2.545,1.431,7.474,2.026,"Andrenidae","excavator","OUMNH",NA,"Faversham, Kent, England",51.3158434,0.8911283,"Andrena chrysosceles",11.278387072312,3.385184195646,14.8777758255712,19.8028959346541
"IGproject0511","Andrena","chrysosceles","female",1900,NA,NA,"England","Kent","Faversham","Huntingfield",2.888,1.692,7.808,2.28,"Andrenidae","excavator","OUMNH",NA,"Huntingfield, Faversham, Kent, England",51.25792226,0.822018012,"Andrena chrysosceles",10.715932873664,3.48917351306557,14.5520504137593,19.8865819830713
"IGproject0512","Andrena","chrysosceles","female",1901,6,2,"England","Kent","Faversham","Huntingfield",2.852,1.671,7.713,2.133,"Andrenidae","excavator","OUMNH",NA,"Huntingfield, Faversham, Kent, England",51.25792226,0.822018012,"Andrena chrysosceles",10.7767320238472,3.42484983272619,14.4088306685168,19.2455651543658
"IGproject0513","Hylaeus","communis","female",1948,7,17,"England","Dorset","Witchampton","",1.69,1.35,5.013,1.048,"Colletidae","cavity nester","OUMNH",NA,"Witchampton, Dorset, England",50.8579978,-2.0168718,"Hylaeus communis",17.0875445049823,1.94159982381394,19.1068606364588,25.892449705756
"IGproject0514","Hylaeus","communis","female",1952,8,22,"England","Devon","Dawlish Warren","",1.616,1.19,4.419,0.965,"Colletidae","cavity nester","OUMNH",NA,"Dawlish Warren, Devon, England",50.5986475,-3.4437159,"Hylaeus communis",15.0638980814162,1.34617552389365,16.3977062027245,20.8931112758344
"IGproject0515","Hylaeus","communis","female",1953,8,6,"England","Devon","Bovey Tracey","Chudleigh Knighton Heath",1.597,1.223,4.682,1.001,"Colletidae","cavity nester","OUMNH",NA,"Chudleigh Knighton Heath, Bovey Tracey, Devon, England",50.58100978,-3.64619059,"Hylaeus communis",16.0398113724282,1.35810474590149,17.18087031276,21.6602372414846
"IGproject0516","Hylaeus","communis","female",1953,8,6,"England","Devon","Bovey Tracey","Chudleigh Knighton Heath",1.69,1.356,5.126,1.07,"Colletidae","cavity nester","OUMNH",NA,"Chudleigh Knighton Heath, Bovey Tracey, Devon, England",50.58100978,-3.64619059,"Hylaeus communis",16.0398113724282,1.35810474590149,17.18087031276,21.6602372414846
"IGproject0517","Hylaeus","communis","female",1949,7,7,"England","Devon","Bideford","",1.696,1.32,5.272,1.133,"Colletidae","cavity nester","OUMNH",NA,"Bideford, Devon, England",51.0181448,-4.2064223,"Hylaeus communis",14.6403039401835,1.0188214697968,15.277437476146,18.5778107195105
"IGproject0518","Hylaeus","communis","male",1949,6,18,"England","Devon","Ottery Saint Mary","",1.491,1.071,4.291,0.978,"Colletidae","cavity nester","OUMNH",NA,"Ottery Saint Mary, Devon, England",50.75134852,-3.280071864,"Hylaeus communis",14.7725745003867,0.764178683780918,15.4729890707117,19.9770812412571
"IGproject0519","Hylaeus","communis","male",1952,7,21,"England","Devon","Kenton","",1.598,1.202,4.529,1.015,"Colletidae","cavity nester","OUMNH",NA,"Kenton, Devon, England",50.6341028,-3.4920314,"Hylaeus communis",14.6506914752485,1.32938769549064,16.0013803912364,20.8994854979005
"IGproject0520","Hylaeus","communis","female",1962,8,18,"England","Dorset","Morden","",1.469,1.139,4.425,0.961,"Colletidae","cavity nester","OUMNH",NA,"Morden, Dorset, England",50.7627893,-2.1325452,"Hylaeus communis",15.3395708297695,0.880090511244725,15.9029983718778,21.1996667773322
"IGproject0521","Hylaeus","communis","female",1971,7,11,"England","Cornwall","Morwenstow","",1.525,1.145,4.51,0.955,"Colletidae","cavity nester","OUMNH",NA,"Morwenstow, Cornwall, England",50.9031662,-4.524249,"Hylaeus communis",14.7558301311715,0.442478346565048,15.0843501017885,18.5617735618267
"IGproject0522","Hylaeus","communis","male",1940,6,19,"England","Dorset","Weymouth","",1.402,0.998,4.054,0.907,"Colletidae","cavity nester","OUMNH",NA,"Weymouth, Dorset, England",50.6096257,-2.4543424,"Hylaeus communis",15.4966693041876,1.03220333050627,16.6877984570738,20.0177003448768
"IGproject0523","Hylaeus","communis","male",1928,6,13,"England","Dorset","Weymouth","Cranford Ave",1.409,1.044,4.241,0.927,"Colletidae","cavity nester","OUMNH",NA,"Cranford Ave, Weymouth, Dorset, England",50.6234113,-2.4511577,"Hylaeus communis",15.3559434405591,1.46793550815986,16.3356097857116,19.3975729547446
"IGproject0524","Hylaeus","communis","male",1970,6,21,"England","Oxfordshire","Oxford","Holywell Road",1.378,1.008,4.005,0.874,"Colletidae","cavity nester","OUMNH",NA,"Holywell Road, Oxford, Oxfordshire, England",51.7482606,-1.2781435,"Hylaeus communis",16.3573829940253,1.82378079422025,17.8074915386117,23.0676200578985
"IGproject0525","Hylaeus","communis","male",1968,6,23,"England","Devon","Paignton","",1.539,1.167,4.336,0.936,"Colletidae","cavity nester","OUMNH",NA,"Paignton, Devon, England",50.4377018,-3.5632704,"Hylaeus communis",15.7119675061824,0.85322114793108,16.3462688179071,20.2650227677014
"IGproject0526","Hylaeus","communis","female",1977,9,3,"England","Devon","Kelly","",1.661,1.26,4.765,1.03,"Colletidae","cavity nester","OUMNH",NA,"Kelly, Devon, England",50.6140691,-4.2571527,"Hylaeus communis",16.8175571186395,0.823027668186322,17.467579011309,23.496500970081
"IGproject0527","Hylaeus","communis","female",1981,8,2,"England","Devon","Chudleigh","",1.569,1.202,4.659,1.009,"Colletidae","cavity nester","OUMNH",NA,"Chudleigh, Devon, England",50.6156543,-3.5869448,"Hylaeus communis",14.2520704225761,1.132293924058,15.4349450999675,19.4291213116895
"IGproject0528","Hylaeus","communis","male",1973,7,9,"England","Devon","Meavy","",1.462,1.122,4.317,0.905,"Colletidae","cavity nester","OUMNH",NA,"Meavy, Devon, England",50.4796082,-4.0590464,"Hylaeus communis",13.1378755466192,2.51001929250461,14.7209445430765,18.8174626513713
"IGproject0529","Hylaeus","communis","female",1962,7,23,"England","Devon","Wembury","",1.6,1.244,4.802,1.042,"Colletidae","cavity nester","OUMNH",NA,"Wembury, Devon, England",50.3287157,-4.0840935,"Hylaeus communis",14.9422245456172,0.877939463080361,15.5014564220938,18.7764318568887
"IGproject0530","Hylaeus","communis","male",1940,6,19,"England","Dorset","Weymouth","",1.358,0.948,3.764,0.857,"Colletidae","cavity nester","OUMNH",NA,"Weymouth, Dorset, England",50.6096257,-2.4543424,"Hylaeus communis",15.4966693041876,1.03220333050627,16.6877984570738,20.0177003448768
"IGproject0531","Hylaeus","communis","female",1937,7,25,"England","Dorset","Bexington","",1.666,1.263,5.008,1.046,"Colletidae","cavity nester","OUMNH",NA,"Bexington, Dorset, England",50.6802203,-2.6614154,"Hylaeus communis",14.7479744553297,0.894624963357064,15.7505032479153,20.0737870668602
"IGproject0532","Hylaeus","communis","female",1939,8,13,"England","Dorset","Morden","",1.537,1.221,4.673,1.036,"Colletidae","cavity nester","OUMNH",NA,"Morden, Dorset, England",50.7627893,-2.1325452,"Hylaeus communis",15.1805176591579,0.949466865933325,16.2479782719853,21.3820275313456
"IGproject0533","Hylaeus","communis","female",1935,8,9,"England","Devon","Braunton","Braunton Burrows",1.629,1.264,4.89,1.075,"Colletidae","cavity nester","OUMNH",NA,"Braunton Burrows, Braunton, Devon, England",51.0930822,-4.2087025,"Hylaeus communis",16.7740115761046,1.70317203968747,18.7405024763998,23.0029166329456
"IGproject0534","Hylaeus","communis","female",1935,7,16,"England","Devon","Plymouth","Elfordleigh",1.614,1.285,4.789,1.053,"Colletidae","cavity nester","OUMNH",NA,"Elfordleigh, Plymouth, Devon, England",50.4069908,-4.0491626,"Hylaeus communis",16.2499972420701,1.68733772140796,18.1496586960829,22.7134722193355
"IGproject0535","Hylaeus","communis","female",1938,8,12,"England","Dorset","Chamouth","Charmouth Cliffs",1.613,1.259,4.712,1.024,"Colletidae","cavity nester","OUMNH",NA,"Charmouth Cliffs, Chamouth, Dorset, England",50.7390555,-2.90104243,"Hylaeus communis",15.5326304575756,1.31069304831274,16.7655713216078,21.6734027141727
"IGproject0536","Hylaeus","communis","female",1935,7,16,"England","Devon","Plymouth","Elfordleigh",1.608,1.206,4.662,0.995,"Colletidae","cavity nester","OUMNH",NA,"Elfordleigh, Plymouth, Devon, England",50.4069908,-4.0491626,"Hylaeus communis",16.2499972420701,1.68733772140796,18.1496586960829,22.7134722193355
"IGproject0537","Hylaeus","communis","female",1935,8,9,"England","Devon","Braunton","Braunton Burrows",1.635,1.268,4.88,1.052,"Colletidae","cavity nester","OUMNH",NA,"Braunton Burrows, Braunton, Devon, England",51.0930822,-4.2087025,"Hylaeus communis",16.7740115761046,1.70317203968747,18.7405024763998,23.0029166329456
"IGproject0538","Hylaeus","communis","female",1935,8,9,"England","Devon","Braunton","Braunton Burrows",1.729,1.371,5.059,1.147,"Colletidae","cavity nester","OUMNH",NA,"Braunton Burrows, Braunton, Devon, England",51.0930822,-4.2087025,"Hylaeus communis",16.7740115761046,1.70317203968747,18.7405024763998,23.0029166329456
"IGproject0539","Hylaeus","communis","female",1939,7,23,"England","Dorset","Weymouth","Two Mile Coppice",1.525,1.131,4.403,0.986,"Colletidae","cavity nester","OUMNH",NA,"Two Mile Coppice, Weymouth, Dorset, England",50.6386572,-2.4610685,"Hylaeus communis",15.3526349426026,1.02321358864026,16.4802587654369,20.4900581808881
"IGproject0540","Hylaeus","communis","female",1988,8,6,"England","Wiltshire","Swindon","",1.528,1.164,4.532,0.973,"Colletidae","cavity nester","OUMNH",NA,"Swindon, Wiltshire, England",51.6057801,-1.841922,"Hylaeus communis",15.3091981712768,1.56243385406998,16.2478538463252,20.9749022913065
